uid,domainID,siteID,namedLocation,sampleID,sampleCode,startDate,collectDate,laboratoryName,wavelength,decadicAbsorbance,cuvetteLength,analysisDate,spectrumReplicateID,remarks,dataQF
"c0e63773-abd7-4ee0-90b9-16ad9f04a1bb","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",586.0,0.00042,5,"2024-06-06","B",,
"ba55ab33-cd62-4c44-a736-8b8d629e5856","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",280.0,0.01072,5,"2024-06-06","B",,
"ba89aae1-80cf-46ef-a92b-4dd3e35aadcd","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",520.0,0.00032,5,"2024-06-06","A",,
"b9cbdf34-c5a0-4f7b-85e3-de20162c63be","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",466.0,0.00060,5,"2024-06-06","A",,
"43c65639-bd84-41db-90c7-924422cae10d","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",318.0,0.00596,5,"2024-06-06","A",,
"2af9c26f-e742-40f6-99ed-d817fac415ac","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",374.0,0.00232,5,"2024-06-06","A",,
"bc3b1a89-709b-4a65-a148-5b24c76300c2","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",290.0,0.00928,5,"2024-06-06","B",,
"2af688f9-52aa-4925-8c0f-84bc987076ac","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",444.0,0.00086,5,"2024-06-06","B",,
"2102981f-f85c-47a1-a92d-df7b82344632","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",402.0,0.00150,5,"2024-06-06","B",,
"8fa1d7ea-0651-40e3-b92a-716452bf637d","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",572.0,0.00026,5,"2024-06-06","A",,
"9dacfbd4-fa3a-4d32-b40f-8ec5cd76bef8","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",418.0,0.00114,5,"2024-06-06","B",,
"1898ebf0-3d4b-4af9-9460-4ebaf70f354a","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",456.0,0.00064,5,"2024-06-06","A",,
"d15315f5-9928-4f52-a8dc-ae48583a5e66","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",490.0,0.00056,5,"2024-06-06","B",,
"80911445-e2fc-4899-a6ec-bc93e59cb789","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",546.0,0.00022,5,"2024-06-06","A",,
"eb3eea4b-e228-4e9b-bd9d-10de87536206","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",236.0,0.01788,5,"2024-06-06","A",,
"f9c0a10c-9f00-429c-b2cd-60935ff68e14","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",266.0,0.01248,5,"2024-06-06","A",,
"429f626f-958a-41ea-85e1-60c986d644ca","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",278.0,0.01094,5,"2024-06-06","A",,
"5ccacb79-579d-496d-b680-44122cc6027b","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",248.0,0.01502,5,"2024-06-06","B",,
"25a403dc-7d84-4d06-8a9e-fef6857e46a3","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",422.0,0.00112,5,"2024-06-06","B",,
"84caf305-b05d-416c-8d17-e6bc5da36762","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",428.0,0.00106,5,"2024-06-06","B",,
"4386a693-1b99-497d-8557-6a7cb76f5472","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",428.0,0.00100,5,"2024-06-06","A",,
"4ff3d8b1-d826-4b87-ad6f-cb70dab63995","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",220.0,0.02550,5,"2024-06-06","A",,
"923204fe-8ae9-444d-a4dd-70d34df99a28","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",304.0,0.00744,5,"2024-06-06","B",,
"39a86533-8372-43dc-8476-2210cd7c30dc","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",554.0,0.00040,5,"2024-06-06","B",,
"b6c99ba4-fa52-4758-aab4-8cda3e34c6f7","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",274.0,0.01152,5,"2024-06-06","B",,
"fc33c50a-9a87-4c1c-a9b0-b1d1ac9b3c88","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",330.0,0.00486,5,"2024-06-06","A",,
"dd484516-5a86-4ac7-b869-d8a4145df2e5","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",394.0,0.00170,5,"2024-06-06","B",,
"26b4b315-bf81-410c-86db-fd0631da4554","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",596.0,0.00018,5,"2024-06-06","A",,
"294705cf-36de-4417-b8da-24974fd483f0","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",224.0,0.02290,5,"2024-06-06","B",,
"3a562d95-eca2-43ad-93c8-25d00dd650c1","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",564.0,0.00040,5,"2024-06-06","B",,
"699c03a7-962e-4022-aca8-7a7cd3d1cc1b","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",222.0,0.02414,5,"2024-06-06","B",,
"a8b8668c-0317-4a4e-bd66-b905db666f3c","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",474.0,0.00066,5,"2024-06-06","B",,
"addb8e4f-b39c-4097-b552-b256ec16aa5a","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",506.0,0.00046,5,"2024-06-06","B",,
"3ef066e9-1cd1-4038-b069-8fc06fee08ca","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",404.0,0.00140,5,"2024-06-06","A",,
"08998eeb-cf79-492f-aa1a-2ecd134aac74","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",284.0,0.01018,5,"2024-06-06","B",,
"5287ee32-bb54-4940-ba21-bf810c707ded","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",232.0,0.01934,5,"2024-06-06","B",,
"118f3411-7ad5-4941-877d-f36480bcdc8f","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",534.0,0.00042,5,"2024-06-06","B",,
"807feb2c-c0e7-4d78-b724-ff6ae6990325","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",576.0,0.00040,5,"2024-06-06","B",,
"79310175-4f12-4278-b235-a470174b14fa","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",406.0,0.00134,5,"2024-06-06","A",,
"ae2267b1-7c84-4f4f-ba5a-e4a6525f584f","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",540.0,0.00030,5,"2024-06-06","A",,
"02fe5e16-2313-4162-b2c1-bf05a7cc602d","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",224.0,0.02284,5,"2024-06-06","A",,
"47384bdf-373e-4af0-9d34-7b466f40bae1","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",372.0,0.00236,5,"2024-06-06","A",,
"45b38143-8a34-4646-8ba5-eea33167456f","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",474.0,0.00054,5,"2024-06-06","A",,
"c40f687f-4275-4ebd-97cb-18037ae87664","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",368.0,0.00252,5,"2024-06-06","A",,
"e2710a6a-62bb-41c2-a05a-df30a8c786d6","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",354.0,0.00322,5,"2024-06-06","A",,
"bf5aa797-cd3d-4611-8840-17df7286170d","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",576.0,0.00024,5,"2024-06-06","A",,
"6d81b796-742f-4fd3-957a-038bb6bacd2b","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",508.0,0.00032,5,"2024-06-06","A",,
"e83fa242-2e62-4d42-9fc2-a5075ddfd264","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",240.0,0.01680,5,"2024-06-06","B",,
"cc13158d-c36f-4c3a-b4a5-e68c8256b0c5","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",462.0,0.00066,5,"2024-06-06","B",,
"b4717e31-7386-4797-843c-6d7e2e461a34","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",294.0,0.00860,5,"2024-06-06","A",,
"25fa86d9-9b2b-4ae0-b483-9cfe5f8e6794","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",270.0,0.01194,5,"2024-06-06","A",,
"588f6e4d-b6a7-45b6-abcd-94b71051caad","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",278.0,0.01102,5,"2024-06-06","B",,
"68f259b5-3915-4ecd-9588-a098b3bca087","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",596.0,0.00040,5,"2024-06-06","B",,
"a009f9c3-5a7c-4284-856d-00e01afea731","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",302.0,0.00768,5,"2024-06-06","B",,
"7debc280-18b3-4c24-8380-12d578c272c1","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",536.0,0.00030,5,"2024-06-06","A",,
"a8978b71-8e8c-4ff7-b7d1-44235adb8ce8","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",288.0,0.00954,5,"2024-06-06","A",,
"fa417706-43ab-4631-a5bb-d38f4552c5ea","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",360.0,0.00300,5,"2024-06-06","B",,
"c34a1680-e9ce-4ad0-91f6-bc904c6373fb","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",598.0,0.00026,5,"2024-06-06","B",,
"4ea1d1f9-5e0d-4f1f-8192-890d8b7c637e","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",486.0,0.00054,5,"2024-06-06","A",,
"5b8b3f27-a681-4c3e-a818-e0745353bab6","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",524.0,0.00030,5,"2024-06-06","A",,
"82d064b5-c2b2-4dc3-af67-1d94bb7ea5f3","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",358.0,0.00304,5,"2024-06-06","A",,
"0f2b9fd8-6574-434b-b317-a719cad4c47d","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",284.0,0.01010,5,"2024-06-06","A",,
"0149ca84-b9f1-44d2-918f-666b413f66d7","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",338.0,0.00430,5,"2024-06-06","B",,
"c0684e5a-3244-4abb-8c73-7b5ec4910cd6","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",258.0,0.01354,5,"2024-06-06","A",,
"63864464-2971-497d-aa77-eb8a951280e7","D16","MCRA","MCRA.AOS.S2","MCRA.SS.20240605.FIL","A00000296861","2024-06-05T15:07Z","2024-06-05T15:07Z","Illinois State Water Survey Central Analytical Laboratory",306.0,0.00722,5,"2024-06-06","B",,
